57	1
64	1
74	1
76	1
77	1
83	1
84	1
86	1
87	1
90	1
96	1
97	1
99	1
100	1
102	1
103	1
106	1
113	1
127	1
129	1
130	1
135	1
136	1
148	1
149	1
151	1
152	1
154	1
156	1
157	1
158	1
165	1
166	1
167	1
168	1
169	1
176	1
178	1
180	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
191	1
192	1
193	1
194	1
198	1
202	1
207	1
212	1
220	1
225	1
239	1
331	1
341	1
344	1
345	1
401	1
414	1
415	1
419	1
422	1
423	1
428	1
429	1
430	1
434	1
435	1
436	1
437	1
438	1
439	1
440	1
441	1
442	1
443	1
444	1
535	1
593	1
747	1
836	1
845	1
848	1
880	1
885	1
895	1
896	1
902	1
903	1
904	1
908	1
909	1
913	1
924	1
925	1
926	1
929	1
931	1
932	1
933	1
935	1
936	1
938	1
940	1
945	1
946	1
948	1
956	1
958	1
960	1
961	1
962	1
963	1
964	1
965	1
966	1
968	1
977	1
978	1
983	1
986	1
994	1
995	1
996	1
1004	1
1008	1
1009	1
1010	1
1012	1
1013	1
1016	1
1017	1
1018	1
1022	1
1023	1
1028	1
1033	1
1034	1
1039	1
1040	1
1041	1
1042	1
1043	1
1044	1
1045	1
1046	1
1058	1
1059	1
1060	1
1062	1
1071	1
1072	1
1084	1
1085	1
1087	1
1088	1
1089	1
1090	1
1097	1
1098	1
1099	1
1101	1
1102	1
1103	1
1104	1
1105	1
1106	1
1108	1
1109	1
1110	1
1111	1
1112	1
1113	1
1115	1
1116	1
1119	1
1120	1
1122	1
1124	1
1125	1
1126	1
1127	1
1128	1
1129	1
1131	1
1132	1
1133	1
1134	1
1137	1
1145	1
1157	1
1158	1
1159	1
1160	1
1161	1
1165	1
1182	1
1185	1
1193	1
1194	1
1199	1
1218	1
1386	1
1412	1
1413	1
1414	1
1415	1
1417	1
1418	1
1419	1
1420	1
1422	1
1423	1
1544	1
1550	1
1551	1
1558	1
1562	1
1569	1
1570	1
1574	1
1587	1
1591	1
1596	1
1597	1
1604	1
1609	1
1622	1
1631	1
1632	1
1638	1
1639	1
1640	1
1645	1
1646	1
1647	1
1648	1
1649	1
1650	1
1651	1
1652	1
1653	1
1703	1
1731	1
1747	1
1755	1
1756	1
1759	1
1763	1
1765	1
1767	1
1768	1
1769	1
1813	1
1899	1
1900	1
1940	1
1994	1
1996	1
1999	1
2002	1
2003	1
2037	1
2038	1
2041	1
2042	1
2043	1
2045	1
2046	1
2047	1
2049	1
2050	1
2052	1
2053	1
2056	1
2058	1
2065	1
2068	1
2088	1
2089	1
2090	1
2095	1
2096	1
2097	1
2098	1
2099	1
2100	1
2105	1
2106	1
2107	1
2108	1
2109	1
2110	1
2111	1
2112	1
2113	1
2114	1
2115	1
2116	1
2117	1
2118	1
2119	1
2120	1
2121	1
2122	1
2123	1
2124	1
2125	1
2126	1
2127	1
2128	1
2129	1
2130	1
2131	1
2132	1
2133	1
2134	1
2135	1
2136	1
2137	1
2138	1
2139	1
2140	1
2141	1
2142	1
2143	1
2144	1
2145	1
2146	1
2147	1
2148	1
2149	1
2150	1
2151	1
2152	1
2153	1
2155	1
2156	1
2157	1
2158	1
2159	1
2160	1
2161	1
2162	1
2163	1
2164	1
2165	1
2166	1
2167	1
2168	1
2169	1
2170	1
2171	1
2172	1
2173	1
2174	1
2175	1
2176	1
2177	1
2178	1
2179	1
2180	1
2181	1
2182	1
2183	1
2184	1
2185	1
2186	1
2187	1
2188	1
2189	1
2190	1
2191	1
2192	1
2193	1
2194	1
2195	1
2196	1
2197	1
2198	1
2199	1
2200	1
2201	1
2202	1
2203	1
2204	1
2205	1
2206	1
2207	1
2208	1
2209	1
2210	1
2211	1
2212	1
2213	1
2214	1
2215	1
2216	1
2217	1
2218	1
2219	1
2220	1
2221	1
2222	1
2223	1
2224	1
2225	1
2226	1
2227	1
2228	1
2229	1
2230	1
2231	1
2232	1
2233	1
2234	1
2235	1
2236	1
2237	1
2238	1
2239	1
2240	1
2241	1
2242	1
2243	1
2244	1
2245	1
2246	1
2247	1
2248	1
2249	1
2250	1
2251	1
2252	1
2253	1
2254	1
2255	1
2256	1
2257	1
2258	1
2259	1
2260	1
2261	1
2262	1
2263	1
2264	1
2265	1
2266	1
2267	1
2268	1
2269	1
2270	1
2271	1
2283	1
2285	1
2286	1
2288	1
2299	1
2305	1
2323	1
2324	1
2330	1
2367	1
2368	1
2369	1
2370	1
2371	1
2387	1
2389	1
2399	1
2402	1
2403	1
2406	1
2407	1
2408	1
2409	1
2410	1
2411	1
2412	1
2414	1
2415	1
2416	1
2417	1
2420	1
2422	1
2424	1
2427	1
2429	1
2432	1
2433	1
2434	1
2437	1
2440	1
2442	1
2443	1
2445	1
2449	1
2451	1
2452	1
2453	1
2454	1
2455	1
2456	1
2459	1
2461	1
2463	1
2464	1
2465	1
2494	1
2511	1
2512	1
2513	1
2514	1
2586	1
2587	1
2588	1
2589	1
2594	1
2606	1
2631	1
2637	1
2642	1
2646	1
2749	1
2750	1
2752	1
2763	1
2764	1
2767	1
2768	1
2769	1
2770	1
2772	1
2773	1
2775	1
2805	1
2816	1
2817	1
2827	1
2834	1
2855	1
2872	1
2896	1
2931	1
2935	1
2936	1
2938	1
2953	1
2966	1
2968	1
2969	1
2970	1
2973	1
2976	1
2983	1
2989	1
3006	1
3015	1
3025	1
3029	1
3032	1
3033	1
3035	1
3038	1
3039	1
3040	1
3041	1
